ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE,AGE_CAR_SEGMENT
81184O21AQ,51,0,127986.0,329,0,2
81194J91HY,36,0,453565.0,216,0,2
81199E54YI,55,0,394490.0,293,1,2
81204T54WK,58,1,144693.0,439,1,3
81204T99BZ,50,0,448491.0,372,1,3
81206G26KZ,29,1,135411.0,359,0,2
81215G34JP,46,0,447247.0,216,0,2
81217W05NP,56,0,324875.0,61,0,1
81219B90VR,33,1,228587.0,296,0,2
81219Q60AQ,34,0,264826.0,430,1,3
81221J33KW,63,0,166359.0,927,1,4
81223U83KC,41,1,758760.0,340,0,2
81224S71CY,51,0,721539.0,259,1,2
81226A48EB,40,1,450139.0,248,1,2
81231F36HO,60,1,505821.0,225,1,2
81232U41NC,34,1,235440.0,359,1,2
81233B04HU,46,1,441512.0,154,0,1
81233O03GB,59,1,172253.0,205,1,2
81236D62AV,26,1,226475.0,361,0,3
81241J32DN,31,0,109597.0,936,0,4
81242C35QH,48,0,589000.0,320,1,2
81243R98OB,54,0,706496.0,239,1,2
81244Q92RA,51,0,487552.0,218,0,2
81244W13HX,43,0,312388.0,116,1,1
81245P77QN,34,0,177937.0,397,1,3
81246A93VF,36,1,272760.0,97,0,1
81247T75IM,37,0,491761.0,208,1,2
81248E10BD,33,1,436223.0,286,0,2
81252W43UW,65,1,241035.0,383,1,3
81256R55BA,44,0,312997.0,278,0,2
81263K87DM,47,0,771843.0,496,1,3
81272Y77PR,44,1,353219.0,973,1,4
81273B16OY,30,1,189432.0,287,0,2
81273I90VT,48,0,155221.0,173,1,1
81275F59MA,56,0,367677.0,258,1,2
81293C12MH,33,1,340662.0,246,0,2
81294Y26YH,28,1,324467.0,435,0,3
81296X08MD,50,0,156348.0,346,1,2
81297V43HW,56,1,481384.0,266,1,2
81298Y92KY,30,0,109176.0,477,1,3
81300F29PK,60,0,422947.0,165,0,1
81304E19HZ,39,0,258077.0,162,1,1
81307E42EF,64,0,749425.0,237,1,2
81310O20WI,38,0,307083.0,210,1,2
81319Q02IK,40,0,133022.0,337,0,2
81319W50WY,30,0,117372.0,1003,1,4
81320B94FQ,60,0,670860.0,427,1,3
81321E09KV,59,0,507419.0,725,1,4
81321N87NP,52,1,390725.0,151,1,1
81322Y33NR,61,0,542250.0,97,0,1
81324N75JN,33,0,205062.0,491,1,3
81325O37AG,55,0,685185.0,805,1,4
81334Q30DJ,38,1,604341.0,310,0,2
81336V62TK,39,0,310152.0,470,1,3
81343N94BK,37,0,225995.0,257,1,2
81344H61DY,26,0,238525.0,176,1,1
81344Z51PS,44,1,427797.0,636,0,4
81348P53LX,31,0,175908.0,369,1,3
81348W26JN,51,1,420016.0,390,1,3
81350U60JC,39,1,594467.0,212,0,2
81353V08NT,34,1,344117.0,50,0,1
81355E94ZY,38,0,174148.0,49,0,1
81356D37JM,36,0,368190.0,234,1,2
81356H87YN,60,0,554928.0,586,1,4
81356V36AM,34,1,305824.0,111,1,1
81360X43AX,33,0,160241.0,478,0,3
81365I29FF,41,0,484121.0,472,1,3
81367L56RE,46,0,120264.0,290,0,2
81369S16KN,45,1,428680.0,749,1,4
81369U50UT,64,1,234523.0,496,1,3
81370Z13AG,39,0,439052.0,279,1,2
81374I23BH,47,0,759667.0,119,1,1
81376R65ZP,30,1,304459.0,224,0,2
81379Y57UU,60,0,404643.0,109,0,1
81380Z78XI,36,0,383264.0,273,1,2
81381E09ZR,51,0,767643.0,359,0,2
81381K29UG,51,1,94973.0,329,0,2
81386B53UX,40,1,756013.0,524,1,4
81386T59BQ,25,1,412352.0,250,1,2
81388Y89VL,34,0,133186.0,212,0,2
81390B03PP,46,1,307397.0,696,1,4
81390X16KI,46,1,692989.0,347,1,2
81393K90CJ,25,1,293256.0,358,1,2
81396H76BU,32,0,242027.0,166,1,1
81400T23GV,48,1,381776.0,433,1,3
81402T42YP,63,0,253213.0,432,1,3
81409Y52EF,45,0,207749.0,493,1,3
81410P64DG,63,1,500757.0,495,1,3
81411P30EJ,49,0,338216.0,446,1,3
81411R34TV,34,0,263420.0,496,1,3
81412Z98US,26,1,488933.0,225,1,2
81414O39PW,32,0,271505.0,444,1,3
81417J27SL,53,1,143955.0,273,1,2
81418O07BG,49,1,420867.0,221,1,2
81425F42FB,36,0,220836.0,424,1,3
81430U92XJ,45,1,374461.0,370,1,3
81432K89AE,45,1,498117.0,484,1,3
81435P99SE,32,1,252000.0,346,1,2
81435R95DS,52,0,439988.0,726,1,4
81436B06QL,50,0,531053.0,431,1,3
81436K77DD,44,0,453543.0,13,1,1
81437G92LS,62,0,397146.0,849,1,4
81438A12LX,53,0,436512.0,283,0,2
81447D36GA,38,0,178479.0,449,1,3
81447W20WD,52,1,284160.0,47,0,1
81454A12ET,50,1,628421.0,360,0,2
81455K11TR,28,0,169512.0,290,0,2
81457K53FY,61,0,200505.0,710,0,4
81465V44IP,60,1,192917.0,337,0,2
81467H98OP,26,0,260096.0,356,1,2
81471I80TN,34,0,129815.0,377,0,3
81472D05YH,58,1,106165.0,628,0,4
81479J26GG,59,0,117271.0,685,0,4
81484A05IT,31,0,261911.0,710,1,4
81487R57BN,36,1,378725.0,245,1,2
81487Y38WC,25,0,104693.0,1005,1,4
81488F90SF,30,0,267453.0,225,0,2
81490F58GX,57,1,98603.0,188,0,1
81490K49AL,34,0,244229.0,357,0,2
81492W55BZ,28,1,197525.0,422,1,3
81497N64FL,54,0,487898.0,238,1,2
81499Z74CH,35,1,332773.0,234,0,2
81502R57OG,47,0,114542.0,331,1,2
81503H51OM,62,0,520588.0,931,1,4
81504A25RN,25,0,203498.0,474,0,3
81504B03CT,47,0,179354.0,232,1,2
81504O44IR,48,1,463712.0,243,1,2
81508G76VC,26,1,214157.0,263,1,2
81510M63EC,55,1,515819.0,50,1,1
81513G92SS,50,1,285555.0,209,0,2
81515W01EX,35,1,300966.0,394,1,3
81519F46HZ,28,1,319148.0,53,1,1
81520E13ML,39,0,115966.0,476,1,3
81520Y13QO,50,0,207410.0,463,0,3
81529B42IG,54,1,166504.0,358,0,2
81534Q41DP,32,1,393913.0,400,1,3
81537H62DA,27,1,440115.0,219,1,2
81538R61WB,65,0,629379.0,420,1,3
81546D34UV,40,0,606960.0,540,1,4
81552D19TY,32,1,390435.0,351,1,2
81554S81MI,31,0,244330.0,346,1,2
81554W56OJ,32,1,275280.0,221,0,2
81561Q48TU,59,1,213965.0,258,0,2
81562E67KF,65,1,396581.0,282,1,2
81564H00YH,27,0,123112.0,134,0,1
81575K61XP,47,0,605371.0,376,1,3
81575Z17TJ,33,0,158281.0,480,1,3
81579N23TE,42,0,232476.0,86,0,1
81580X52XI,57,0,134984.0,359,0,2
81581G18ML,54,0,793746.0,348,0,2
81581Y42OL,28,1,474064.0,481,1,3
81586U73FS,60,0,307064.0,308,1,2
81587B35UQ,65,1,503792.0,385,1,3
81588F24IU,55,0,584532.0,62,1,1
81589S70NF,54,1,214792.0,452,1,3
81598O01CR,59,1,277917.0,303,1,2
81604Q41HX,26,1,352131.0,292,1,2
81610H55MP,31,0,138967.0,307,0,2
81610U18YI,64,0,490092.0,981,1,4
81616H89OY,36,0,741501.0,425,1,3
81624J26QO,62,0,196089.0,491,1,3
81626B30MU,65,1,317112.0,53,1,1
81626J75XJ,52,0,352890.0,353,1,2
81626P55ZH,31,0,182164.0,658,1,4
81632F33QH,63,0,225576.0,262,0,2
81633E42LZ,32,0,190577.0,35,0,1
81645B65MO,56,0,480189.0,228,0,2
81645V67TD,27,1,486632.0,245,1,2
81647L33PW,45,1,425976.0,251,1,2
81648L74PX,65,0,683444.0,210,1,2
81650G94OH,58,0,647458.0,878,1,4
81650V84PI,51,0,139339.0,311,0,2
81651D69KL,50,0,336719.0,445,1,3
81653L55KN,25,1,336446.0,440,1,3
81654K48ZS,56,1,213595.0,380,0,3
81655R20HT,28,0,145076.0,389,0,3
81657G52YV,25,1,253029.0,383,0,3
81660G19JK,52,1,481248.0,356,1,2
81663H07ME,46,1,370333.0,144,0,1
81663W26FT,32,1,436045.0,263,1,2
81664E12XD,48,0,523227.0,183,1,1
81664V48OA,48,1,707571.0,395,1,3
81665E67XX,28,0,163277.0,435,0,3
81666S79UM,42,0,197468.0,159,0,1
81671J06ZV,44,0,105801.0,350,0,2
81671X37TD,31,0,272019.0,362,0,3
81673D68UI,29,0,163503.0,428,0,3
81676C54WE,43,0,379263.0,432,1,3
81678O56FT,58,1,158453.0,275,0,2
81692Y73XC,57,1,422784.0,489,0,3
81693A80PY,39,0,285554.0,233,0,2
81695J23BL,65,1,217536.0,346,1,2
81697B23GB,48,0,492774.0,154,1,1
81697S34QP,32,1,340140.0,206,0,2
81698A91WR,65,1,205459.0,427,1,3
81698L69IM,37,1,775107.0,234,1,2
81700J86LF,57,1,516560.0,177,0,1
81701Q11CM,35,0,299285.0,300,0,2
81711Y44OO,59,1,401480.0,204,1,2
81713F79SI,48,0,369086.0,487,1,3
81714F16KG,56,0,727889.0,824,0,4
81714J20VB,42,1,635219.0,298,1,2
81716L33AQ,51,1,256875.0,289,1,2
81717M61KA,52,1,367832.0,332,1,2
81717O33BS,31,0,238968.0,337,1,2
81718E93TZ,63,0,168816.0,81,1,1
81718U97GC,53,0,476446.0,412,1,3
81719Q86LX,50,0,313571.0,348,0,2
81719T20GQ,56,0,118604.0,631,1,4
81720Y09GR,44,0,678355.0,226,1,2
81723F93QU,51,1,108723.0,51,1,1
81727R84ML,50,0,487976.0,451,1,3
81731F49SK,54,1,458592.0,359,0,2
81732C93EL,32,1,312958.0,379,1,3
81732J89BM,58,0,484394.0,277,0,2
81734R81ZR,25,1,437459.0,436,1,3
81736Q64ER,42,0,130667.0,256,0,2
81737L16BA,27,1,230968.0,179,0,1
81737M78YJ,28,0,139993.0,210,1,2
81738N17JJ,38,0,613712.0,96,1,1
81738Z51GI,58,1,320797.0,33,1,1
81741O04LD,47,0,248456.0,238,0,2
81743V91UO,33,1,448376.0,333,0,2
81749U61WV,50,0,367537.0,453,1,3
81754H69NL,64,0,679386.0,28,0,1
81760Z84YJ,57,1,332136.0,203,1,2
81761V29FD,54,0,477047.0,179,1,1
81762K74VY,48,1,268696.0,88,0,1
81764T83LD,43,1,387699.0,658,0,4
81766L00OD,37,1,286141.0,262,0,2
81766R07IF,43,1,696656.0,211,0,2
81767T29SK,25,0,176981.0,630,1,4
81775D09EK,62,1,461992.0,242,0,2
81777A06JV,61,0,771024.0,878,1,4
81778K34ZP,29,0,269764.0,693,1,4
81779Z30SC,44,0,151087.0,245,1,2
81781S86MN,37,0,268783.0,5,0,1
81786T08PR,43,0,187125.0,106,0,1
81788H67JD,26,1,329517.0,349,0,2
81788U52FI,45,0,244210.0,201,0,2
81789E29OK,41,0,689795.0,126,1,1
81790T01YV,49,1,798907.0,221,0,2
81793G24QW,52,0,580725.0,250,1,2
81795G52LZ,47,0,700864.0,244,0,2
81797E87FM,34,1,283496.0,321,1,2
81800B15HH,64,0,757639.0,353,1,2
81803Q70GT,46,0,609584.0,302,0,2
81805L01SN,35,1,329269.0,337,0,2
81806L97DW,64,0,694529.0,359,0,2
81807B02CR,37,0,552259.0,937,1,4
81811V08KY,55,0,530731.0,306,0,2
81812Y15HK,52,0,412319.0,197,0,1
81816J55RA,33,0,245081.0,305,1,2
81816V14XZ,30,0,106862.0,325,0,2
81817A29UG,57,1,421336.0,23,0,1
81818W85YZ,42,0,209178.0,28,0,1
81821S08BR,46,0,524581.0,312,1,2
81829S86VI,48,0,331703.0,401,1,3
81840H38HL,57,1,486565.0,292,0,2
81849W02FD,27,0,126079.0,207,0,2
81861Q32YN,27,0,140297.0,991,1,4
81864K42GN,61,0,246208.0,339,1,2
81865C37QC,30,1,373785.0,455,1,3
81869X98DA,54,0,344393.0,180,1,1
81872K93XG,47,0,571115.0,596,1,4
81873A96ZJ,49,0,286849.0,458,1,3
81873S15BX,39,1,441483.0,492,1,3
81876D27XE,36,0,111627.0,308,0,2
81876N33YT,42,1,348733.0,530,1,4
81878P81RI,30,1,433019.0,217,1,2
81880O86AR,58,1,174027.0,333,0,2
81885J31FG,39,0,596867.0,54,1,1
81887Y37UC,29,1,346354.0,288,0,2
81891M52MZ,42,0,145891.0,273,0,2
81893H93DZ,57,1,140659.0,211,0,2
81896P80BE,35,1,452908.0,351,0,2
81896V59GI,37,0,456616.0,244,0,2
81898D44RP,55,0,157835.0,862,1,4
81898T35PX,46,0,667267.0,637,1,4
81899M54CY,36,0,253044.0,264,0,2
81900C82XY,59,1,322997.0,929,1,4
81902J52XR,45,0,116478.0,388,1,3
81903D73ZF,43,0,398948.0,426,0,3
81903O98SA,26,1,174363.0,340,1,2
81907G77IN,44,0,417303.0,272,0,2
81907T61UL,25,1,209483.0,20,0,1
81907U28JQ,39,0,410724.0,464,1,3
81919R28OE,28,0,226764.0,22,1,1
81924G26YP,60,0,411508.0,417,1,3
81929F73SS,26,0,210509.0,268,0,2
81929K94FA,40,0,707560.0,391,1,3
81930D33BQ,29,1,410093.0,276,0,2
81933V15IE,61,0,72379.0,429,0,3
81936B06OZ,60,1,356192.0,798,1,4
81937I06CJ,36,1,400971.0,449,1,3
81942K99EJ,49,0,295620.0,328,0,2
81944D44KT,39,0,247566.0,353,0,2
81944R97MJ,37,0,149419.0,413,0,3
81946F49WC,48,0,311962.0,309,0,2
81951G10IY,45,0,375132.0,411,0,3
81957E99HR,54,1,439699.0,346,1,2
81961N13BC,39,0,118958.0,251,0,2
81962C22GJ,35,0,164195.0,333,1,2
81970T63AE,56,1,530152.0,91,1,1
81980O56VR,53,1,515795.0,990,1,4
81981G67ZC,28,0,163221.0,484,1,3
81981Z15SZ,50,0,268392.0,291,0,2
81983G62QW,57,1,185832.0,788,1,4
81984Y83RT,31,1,328181.0,408,0,3
81986C34PO,38,0,441872.0,419,1,3
81987G90WJ,46,0,436086.0,496,1,3
81988A51GQ,58,1,345437.0,464,1,3
81991E36AB,26,1,448445.0,221,1,2
81991Z68EO,30,0,125447.0,359,0,2
81993A71FV,27,1,341305.0,209,0,2
81995X52QE,29,0,270283.0,5,1,1
81999G02TJ,28,1,453797.0,401,0,3
82002S32TW,64,0,397068.0,946,1,4
82003V78TN,35,0,100281.0,97,0,1
82006B08GV,65,0,170268.0,318,0,2
82006C44HX,53,0,385975.0,534,1,4
82010C30SQ,39,1,327488.0,423,1,3
82012E04KG,38,0,337559.0,247,0,2
82012T20FZ,27,0,205194.0,210,0,2
82014S76SL,48,1,349712.0,351,0,2
82016K69ZQ,35,1,246315.0,409,1,3
82025K01CE,56,1,248891.0,1019,1,4
82029G92RR,38,0,185889.0,400,0,3
82030D06IB,39,0,541725.0,64,1,1
82031J22FV,49,1,384149.0,312,0,2
82031N45FX,64,0,83827.0,182,0,1
82037A80BZ,41,1,303264.0,733,1,4
82039W39BZ,51,0,547118.0,377,1,3
82041W32NW,30,1,344345.0,223,1,2
82044Y03KB,64,0,646881.0,394,1,3
82045K88KG,38,1,688763.0,476,1,3
82045M22DZ,57,1,514267.0,284,1,2
82045S83UM,43,1,464704.0,870,1,4
82045U30AI,34,0,232053.0,70,1,1
82047Q02PV,26,0,128803.0,282,1,2
82048I34LE,43,1,692003.0,240,0,2
82051Y54GS,50,1,429349.0,1008,0,4
82052F68TQ,37,0,129246.0,84,1,1
82063Y74CJ,56,1,485315.0,287,0,2
82068A53PZ,49,0,490882.0,468,0,3
82072Y42GD,32,1,492395.0,309,0,2
82074B56IL,27,0,154644.0,34,1,1
82079J91ZW,37,1,294979.0,36,0,1
82080V19TQ,41,0,453058.0,92,1,1
82080Z01UN,46,0,725224.0,380,1,3
82081S70MP,65,1,525787.0,314,1,2
82082H09CD,64,1,352320.0,22,0,1
82088K90YV,47,0,392523.0,223,1,2
82094Q70CC,50,0,152839.0,484,1,3
82094V50NK,50,0,607251.0,396,1,3
82095L67JY,56,0,744133.0,254,0,2
82095M94PP,45,1,350981.0,324,1,2
82096V74MU,48,0,229963.0,351,0,2
82099O73IO,48,1,342947.0,210,1,2
82100I28CK,33,0,126574.0,469,0,3
82104Q74EW,41,0,597152.0,109,0,1
82105A90KI,37,0,369310.0,277,1,2
82106B84SV,45,0,223042.0,379,0,3
82106P42OW,27,1,187893.0,343,1,2
82107C40FE,39,1,555360.0,226,1,2
82107G86GQ,44,1,620957.0,345,1,2
82107K16NY,40,1,456891.0,510,0,4
82109C63SF,56,1,267832.0,301,0,2
82115Z08JJ,56,0,210287.0,129,0,1
82122L18DL,59,1,132941.0,21,1,1
82123Y20OF,31,0,169878.0,1002,0,4
82129F88DK,43,0,444508.0,220,0,2
82135D58ZK,46,1,357029.0,378,1,3
82137J46XY,28,0,152859.0,231,1,2
82137T50BM,33,0,212715.0,393,1,3
82147R56PS,26,0,271237.0,259,1,2
82151G10QR,56,1,381803.0,531,1,4
82152I00QR,65,0,260298.0,356,1,2
82160N66RL,27,1,463330.0,478,1,3
82163L51UH,56,1,100664.0,277,0,2
82163Z38MQ,38,0,244635.0,364,1,3
82164T56LK,31,0,279382.0,393,0,3
82164X67YE,43,1,599264.0,244,0,2
82166P93YV,30,1,293419.0,303,1,2
82166W98FK,46,0,103288.0,491,1,3
82166X40YL,42,0,344820.0,269,1,2
82169P52GT,42,0,498112.0,281,1,2
82170C50QA,34,1,374732.0,388,1,3
82170J95XP,28,1,348157.0,296,1,2
82176I11RM,56,0,475727.0,985,1,4
82179D03GR,37,1,539085.0,405,1,3
82190G41LE,25,0,296747.0,296,1,2
82192M05SB,59,0,745567.0,379,1,3
82194F59DR,32,0,134802.0,310,0,2
82196J35RR,27,0,286402.0,55,1,1
82196L93BN,47,1,550416.0,475,1,3
82196U86TK,48,1,474368.0,861,1,4
82197L57IE,43,0,199500.0,399,1,3
82199J77YW,32,0,112861.0,26,0,1
82199V07EG,34,1,373210.0,372,1,3
82200H58WC,27,1,344941.0,309,0,2
82209D14DL,30,1,150459.0,365,1,3
82212H71KF,25,1,399864.0,436,1,3
82214G40HL,47,1,279925.0,756,1,4
82214T30OJ,54,0,279268.0,905,0,4
82216Q22FS,30,0,272445.0,224,0,2
82221T36ND,50,1,777651.0,315,1,2
82224Y24YF,26,0,198161.0,616,1,4
82226O27JM,29,0,256672.0,340,1,2
82226R96OI,33,0,165560.0,156,0,1
82229E42GO,45,1,650645.0,329,0,2
82229W65WP,36,0,258786.0,374,1,3
82234J00ZX,29,1,250253.0,494,1,3
82237Z91HS,64,1,159155.0,404,1,3
82240E90LD,44,0,327270.0,1,0,1
82241N53YM,52,1,284979.0,358,0,2
82243H92YU,33,1,135829.0,352,0,2
82243I08JC,37,1,447755.0,331,1,2
82243W62HH,33,1,436840.0,2,0,1
82247O87HL,64,0,479466.0,240,0,2
82248I07SM,63,1,202195.0,305,0,2
82249U80JP,61,1,472067.0,914,1,4
82250Y19GY,47,0,438965.0,419,0,3
82251Q60KG,49,0,161408.0,50,1,1
82251T94IH,51,1,99835.0,484,0,3
82253X39TR,65,1,413157.0,6,0,1
82254W78EQ,49,0,233039.0,266,0,2
82254Y21ER,59,1,230251.0,454,0,3
82257U56HK,64,1,492344.0,875,1,4
82258N19GS,42,0,336846.0,328,0,2
82262G33XU,51,0,391668.0,556,1,4
82262J41EJ,38,0,724453.0,237,1,2
82262Q22RR,59,1,99899.0,381,0,3
82262R50VE,58,0,446229.0,471,1,3
82264R06GK,53,0,296396.0,389,1,3
82268Y79LE,60,1,326584.0,220,0,2
82270F43VV,36,0,345795.0,296,1,2
82270H86KC,64,1,305133.0,389,1,3
82271W27NG,36,0,799568.0,732,1,4
82274I59IL,59,1,176573.0,345,0,2
82277M35XR,49,0,669517.0,379,1,3
82289N30BJ,62,1,472400.0,568,0,4
82291Z06SK,37,0,421255.0,193,0,1
82295J26MX,31,1,463349.0,367,1,3
82296J82YZ,62,1,256640.0,390,1,3
82299L94ZQ,29,0,220389.0,187,1,1
82300I84OU,46,1,502560.0,291,0,2
82300K26BX,49,0,460006.0,237,1,2
82300S79KO,61,0,517046.0,121,1,1
82303S12GP,27,0,190561.0,541,1,4
82308D35MA,44,0,735723.0,463,1,3
82309K20RZ,51,0,613127.0,113,0,1
82309T34RB,25,0,224993.0,131,1,1
82314B99EN,63,0,788279.0,462,1,3
82318G45ZO,40,1,308869.0,510,0,4
82322Y78XQ,34,0,140726.0,255,0,2
82323D12KU,49,0,545155.0,217,1,2
82324F54OC,36,0,148517.0,414,0,3
82325B91IT,52,1,125840.0,94,0,1
82326O71KH,34,0,126674.0,37,0,1
82327F62UD,45,0,490103.0,332,0,2
82332L78UL,34,0,110177.0,305,0,2
82334E59MP,64,1,334304.0,281,0,2
82334R10VT,51,1,475656.0,330,1,2
82336Q48PU,54,0,396812.0,104,0,1
82337E04BI,50,0,556189.0,409,0,3
82338E35NQ,65,0,520017.0,267,0,2
82340P95JK,36,0,453013.0,304,0,2
82340T26OB,42,1,590213.0,483,1,3
82346S48AZ,58,0,250750.0,476,1,3
82363X28NX,59,1,356000.0,750,1,4
82366L24XU,58,1,295605.0,142,0,1
82367Z03CP,38,0,186948.0,358,1,2
82369F98BJ,45,1,278336.0,256,0,2
82370Q55VM,43,0,145320.0,400,0,3
82371F28RV,26,0,106208.0,324,0,2
82372J70WZ,42,1,628107.0,272,0,2
82373O27PH,53,1,393376.0,446,0,3
82373T29ED,27,1,394303.0,277,1,2
82374F07MG,49,0,391390.0,458,1,3
82376X70RX,61,0,780798.0,233,0,2
82378K89HE,63,1,88912.0,122,0,1
82381Y49NP,35,1,372301.0,385,1,3
82382T47KM,47,0,231377.0,443,1,3
82383Y20VT,32,1,359416.0,374,1,3
82391N35PN,33,0,111057.0,370,1,3
82391Y08MC,64,0,541760.0,368,1,3
82392Y75XE,29,1,144285.0,414,0,3
82393V09TQ,36,0,621213.0,223,1,2
82397J74PD,58,0,493009.0,146,0,1
82400P76YE,64,0,705071.0,240,1,2
82402K05KH,39,0,110500.0,473,1,3
82404W06GN,55,0,464789.0,330,1,2
82405J92VS,46,0,400830.0,487,1,3
82405M27QG,33,0,164529.0,264,1,2
82409U60CD,56,0,98600.0,49,0,1
82409U87BJ,38,0,337789.0,391,1,3
82410U31KB,33,0,116237.0,204,0,2
82412K26UZ,53,1,354683.0,369,1,3
82417H24UB,53,1,378229.0,872,1,4
82418S78AA,55,1,511723.0,145,0,1
82419I90CS,41,0,145062.0,235,1,2
82420O27MF,58,0,250596.0,246,1,2
82422T65KG,27,1,425089.0,238,1,2
82422Z19CL,52,1,334376.0,722,1,4
82423P17UA,49,1,526133.0,914,1,4
82424S10CE,64,0,493443.0,433,1,3
82425I22EZ,35,1,438571.0,312,0,2
82425U53FT,25,1,420526.0,394,1,3
82425Z39QO,56,0,533814.0,35,0,1
82429B47QJ,54,0,768591.0,341,0,2
82429W92UK,50,1,467733.0,252,1,2
82431P30UQ,57,0,584527.0,800,1,4
82433R60HS,35,0,149100.0,449,1,3
82436I87WC,46,0,660533.0,77,1,1
82440L96XN,35,0,212835.0,284,0,2
82448J57FG,45,0,319447.0,436,1,3
82449U93PS,53,0,88915.0,293,0,2
82458J73YG,53,1,105891.0,166,0,1
82460J34MR,44,0,311507.0,483,1,3
82463B32SJ,37,0,457248.0,442,1,3
82464U79MR,61,0,462662.0,495,0,3
82474F74CI,37,0,553312.0,22,1,1
82475A01NR,36,0,194855.0,389,1,3
82477T39TM,42,1,753987.0,929,1,4
82478F96QK,40,1,345243.0,471,1,3
82479P16OP,29,0,233020.0,348,1,2
82480C48JE,51,1,437763.0,268,1,2
82485T53VK,28,0,205949.0,494,1,3
82487T43QS,32,0,189909.0,947,1,4
82493Q38XS,29,1,277080.0,334,0,2
82494E31WY,57,0,107378.0,375,0,3
82500A05BA,38,1,479557.0,549,0,4
82503B75YK,64,1,354221.0,910,1,4
82503R62UK,64,1,133205.0,290,1,2
82506Q91PI,55,0,684804.0,262,0,2
82511F52EJ,54,1,371771.0,321,1,2
82511W70NC,48,1,791603.0,380,1,3
82512Q16PO,25,0,273891.0,409,1,3
82516K18DM,58,0,479195.0,828,1,4
82516L85ZT,65,0,306238.0,354,0,2
82516S67CV,62,1,155709.0,369,1,3
82517L02KY,43,0,368385.0,324,0,2
82519S72GY,29,1,328286.0,207,0,2
82522G61JK,41,0,189923.0,258,1,2
82522Q55OR,34,0,114728.0,370,1,3
82529U15FA,64,0,550940.0,382,1,3
82534R40TT,65,0,621383.0,323,0,2
82535F97ZS,61,0,394626.0,23,0,1
82536N75MQ,65,1,258528.0,269,0,2
82538E37FK,59,0,752582.0,556,1,4
82545P63EU,34,1,315560.0,205,1,2
82546G97SK,28,1,188579.0,241,1,2
82549E86XK,50,0,718464.0,177,0,1
82555O45DP,53,0,599933.0,276,0,2
82556P14JB,37,0,195809.0,468,1,3
82558B63RH,53,0,158632.0,93,0,1
82559G77WM,62,1,260749.0,999,1,4
82559X40GI,53,0,666942.0,385,1,3
82562G95GQ,42,0,476110.0,309,0,2
82562K06SU,37,1,484997.0,305,0,2
82564K05AT,46,1,466251.0,3,0,1
82564Q11LQ,36,0,286523.0,313,0,2
82566R89JQ,43,0,220815.0,368,1,3
82568O53BD,61,1,100995.0,610,1,4
82573H36IV,33,1,148936.0,217,0,2
82573N64AN,46,1,415339.0,489,1,3
82577L72ON,59,0,144708.0,85,0,1
82579X55NV,34,1,368616.0,302,0,2
82580G48EP,59,0,376797.0,264,0,2
82581T48BP,59,0,360040.0,308,0,2
82584B18CL,56,0,162710.0,384,1,3
82586R65TH,65,0,319669.0,837,1,4
82592L65DX,49,0,743984.0,204,1,2
82592X28EG,40,0,142087.0,372,0,3
82599B02NW,37,0,757304.0,236,1,2
82600W15BF,64,1,183968.0,362,1,3
82605O06OW,62,0,378278.0,275,0,2
82613S64UJ,49,1,636245.0,646,1,4
82614V53ED,63,0,622650.0,327,0,2
82618B75TG,37,0,272625.0,220,0,2
82619B16OK,63,1,176112.0,917,0,4
82623D98LK,34,0,240849.0,456,0,3
82623R49AG,55,0,75239.0,323,0,2
82624L06CB,33,0,111178.0,202,0,2
82625Z83BR,61,1,390128.0,160,0,1
82628J18GB,62,0,115047.0,500,0,3
82628M87UO,46,0,719229.0,443,1,3
82633A17LI,44,1,507061.0,114,0,1
82635O71VM,53,0,132985.0,282,0,2
82637T80GD,56,1,228536.0,103,1,1
82638J16FL,34,0,276863.0,427,1,3
82640X49NE,56,0,795585.0,1008,1,4
82649R64XC,44,1,373965.0,374,1,3
82651N06HE,50,0,799645.0,279,1,2
82655Z05KL,40,0,229116.0,217,1,2
82657X36PO,29,1,347700.0,469,1,3
82659T54YE,58,0,346409.0,154,0,1
82662T40HN,47,0,604283.0,677,1,4
82667P15PX,45,0,235023.0,440,1,3
82669S82QE,57,0,348299.0,447,0,3
82670M48QB,28,0,115566.0,306,0,2
82674M10UX,52,0,728098.0,588,1,4
82675A63VK,30,1,303532.0,299,0,2
82675P47TL,57,0,398608.0,285,0,2
82678F49OQ,51,0,288228.0,465,1,3
82679V73RU,61,1,161021.0,390,1,3
82681W39MA,33,1,460941.0,419,0,3
82691L98JK,56,1,194560.0,259,0,2
82692U11SH,26,0,293138.0,113,0,1
82693F31UQ,32,0,129670.0,244,0,2
82696U16MX,40,0,693781.0,421,1,3
82700C35LE,45,0,341281.0,349,1,2
82704L43DX,45,0,658043.0,216,1,2
82708F25WQ,35,1,447997.0,368,1,3
82708U64YF,63,1,192819.0,12,1,1
82709S10DA,62,0,487731.0,110,1,1
82710M72GD,62,1,307437.0,361,1,3
82712I48SL,32,0,266376.0,213,0,2
82712N83NX,55,1,264176.0,187,0,1
82713B00DI,34,1,388346.0,215,1,2
82720H47ZD,25,0,127180.0,300,0,2
82720O76YU,40,1,293445.0,220,0,2
82722P01CR,36,0,724453.0,958,1,4
82724D13KH,29,0,227711.0,749,1,4
